rc_index_no,rc_book,rc_continent,rc_patria_original,rc_patria,rc_list_number_original,rc_list_number,weber_list_no,pp_page,schnetz_page,rc_toponym,weber_look_up_key,weber_no,tp_name_weber,tp_alt_name_weber,talbert_gridsquare,talbert_id,rc_name_weber,rc_name,rc_uri,rc_page,rc_itinerary,rc_itin_no,ku_id,on_tp,pleiades_id,ku_gridsquare,ku_name_lookup,talbert_name_lookup,pleiades_name_lookup,ku_uri_lookup,talbert_uri_lookup,pleiades_uri_lookup,rep_lat,rep_long,ku_x,ku_y,region_id,region,primary_source,other_sources
2867,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Langlo,40 Langlo,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2868,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Blivida,40 Blivida,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2869,4,Europa,Guasconia,Guasconia,40b,40b,40,298,77,Bagaridon,40 Bagaridon,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.40,Guasconia,[Aith]anaridus (Gothic) , Eldebaldus (Gothic)
2870,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Lacura,41 Lacura,,,,,,,,,,,,0,FALSE,246459,,,,Lactora,,,https://pleiades.stoa.org/places/246459,43.933383,0.620535,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2871,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Autis,41 Autis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2872,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Censerannis,41 Censerannis,,,,,,,,,,,,0,FALSE,246354,,,,Consoranni,,,https://pleiades.stoa.org/places/246354,43.00174,1.138354,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2873,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Combinias,41 Combinias,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2874,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Bigorrias,41 Bigorrias,,,,,,,,,,,,0,FALSE,246246,,,,Bigorra Castrum,,,https://pleiades.stoa.org/places/246246,43.372832,0.029563,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2875,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Elusa,41 Elusa,,,,,751,,,,,,,3198,TRUE,246380, 1B1,Elusa,Elvsa,Elusa,https://tp-online.ku.de/trefferanzeige_en.php?id=3198,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace751.html,https://pleiades.stoa.org/places/246380,43.861601,0.102529,0.003897196,-0.015587722,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2876,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Vasatis,41 Vasatis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2877,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Landinorum,41 Landinorum,,,,,768,,,,,,,3216,TRUE,246477,1B1,[Lugdunum Convenarum] (Miller),"(symbol, no name, no. 6)",Lugdunum Convenarum,https://tp-online.ku.de/trefferanzeige_en.php?id=3216,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace768.html,https://pleiades.stoa.org/places/246477,43.0270135,0.5722425,0.007252653,-0.017325439,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2878,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Aguisla,41 Aguisla,,,,,,,,,,,,0,FALSE,246172,,,,Aquae Siccae,,,https://pleiades.stoa.org/places/246172,43.216163,1.085752,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2879,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Vestianum,41 Vestianum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2880,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Sacer,41 Sacer,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2881,4,Europa,Spano-guasconia,Spano-guasconia,41a,41a,41,300,78,Sacerons,41 Sacerons,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.41,Spano-guasconia,Eldebaldus (Gothic) , [Aith]anaridus (Gothic)
2882,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,78,Diciana,42 Diciana,,,,,773,,,,,,,3222,TRUE,246363, 1B2,Declana,Declana,Deciana,https://tp-online.ku.de/trefferanzeige_en.php?id=3222,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace773.html,https://pleiades.stoa.org/places/246363,42.414861,2.87374,0.015035182,-0.018525995,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2883,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,78,Iuncaria,42 Iuncaria,,,,,772,,,,,,,3221,TRUE,246449, 1B1,Iuncaria,Ivncaria,Iuncaria,https://tp-online.ku.de/trefferanzeige_en.php?id=3221,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace772.html,https://pleiades.stoa.org/places/246449,42.2748,2.96815,0.011504307,-0.01829497,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2884,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,78,Cinniana,42 Cinniana,,,,,771,,,,,,,3220,TRUE,246335, 1B1,Cenuiana / Cemuana,Cenviana,Cinniana,https://tp-online.ku.de/trefferanzeige_en.php?id=3220,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace771.html,https://pleiades.stoa.org/places/246335,42.066067,2.910473,0.007354457,-0.018468377,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2885,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,78,Gerunda,42 Gerunda,,,,,770,,,,,,,3219,TRUE,246406, 1B1,Ce[..]nda (Cerunda Miller),Ce++nda,Gerunda,https://tp-online.ku.de/trefferanzeige_en.php?id=3219,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace770.html,https://pleiades.stoa.org/places/246406,41.987346,2.826608,0.00573682,-0.018318941,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2886,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Aquis Vuconis,42 Aquis Vuconis,2041,Voconi,Voconı. .xıı.,R. Talbert: * 1B1 ,769,IV42 Aquis Vuconis,Aquis Vuconis,"<a href=""sources.html?pars=4&amp;typ=rc#c42""",4,c42,42,3217,TRUE,246174, 1B1,Voconi,Voconi,Aquae Voconiae,https://tp-online.ku.de/trefferanzeige_en.php?id=3217,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace769.html,https://pleiades.stoa.org/places/246174,41.846176,2.752102,0.003905354,-0.018241014,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2887,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Steras,42 Steras,,,,,,,,,,,,0,FALSE,246652,,,,Seterrae,,,https://pleiades.stoa.org/places/246652,41.746451,2.635453,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2888,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Barcelona,42 Barcelona,,,,,,,,,,,,0,FALSE,246343,,,,Col. Barcino,,,https://pleiades.stoa.org/places/246343,41.387911,2.169911,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2889,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Praetorium,42 Praetorium,,,,,,,,,,,,0,FALSE,246576,,,,Praetorium?,,,https://pleiades.stoa.org/places/246576,41.5873365,2.3260575,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2890,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Arragona,42 Arragona,,,,,,,,,,,,0,FALSE,246192,,,,Arrago(na),,,https://pleiades.stoa.org/places/246192,41.555754,2.1152115,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2891,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Fines,42 Fines,,,,,,,,,,,,0,FALSE,246135,,,,(Ad) Fines,,,https://pleiades.stoa.org/places/246135,41.473589,1.9276554,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2892,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Antistiana,42 Antistiana,,,,,,,,,,,,0,FALSE,246166,,,,Antistiana,,,https://pleiades.stoa.org/places/246166,41.310602,1.647899,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2893,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Palturia,42 Palturia,,,,,,,,,,,,0,FALSE,246551,,,,Palfuriana,,,https://pleiades.stoa.org/places/246551,41.203989,1.514919,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2894,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Tarsagona,42 Tarsagona,,,,,,,,,,,,0,FALSE,246349,,,,Col. Tarraco,,,https://pleiades.stoa.org/places/246349,41.116892,1.2583375,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2895,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Saguntum,42 Saguntum,,,,,,,,,,,,0,FALSE,246665,,,,Sub Saltu,,,https://pleiades.stoa.org/places/246665,40.917425,0.813909,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2896,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,303,79,Pinos,42 Pinos,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2897,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Orea Capita,42 Orea Capita,,,,,,,,,,,,0,FALSE,246705,,,,Tria Capita,,,https://pleiades.stoa.org/places/246705,40.804813,0.700237,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2898,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Dertusa,42 Dertusa,,,,,,,,,,,,0,FALSE,246369,,,,Dertosa/Hibera Iulia Ilercavonia,,,https://pleiades.stoa.org/places/246369,40.811004,0.520955,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2899,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Rubricatum,42 Rubricatum,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2900,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Hildum,42 Hildum,,,,,,,,,,,,0,FALSE,265920,,,,Ildum,,,https://pleiades.stoa.org/places/265920,40.231686,0.073556,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2901,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Saguntum,42 Saguntum,,,,,,,,,,,,0,FALSE,266020,,,,Sagunto,,,https://pleiades.stoa.org/places/266020,39.680194,-0.278581,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2902,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Valentia,42 Valentia,,,,,,,,,,,,0,FALSE,266090,,,,Valentia,,,https://pleiades.stoa.org/places/266090,39.470371,-0.376813,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2903,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Portum Sucrune,42 Portum Sucrune,,,,,,,,,,,,0,FALSE,266006,,,,Portus Sucronis,,,https://pleiades.stoa.org/places/266006,39.165103,-0.255923,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2904,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Asterum,42 Asterum,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2905,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Setavum,42 Setavum,,,,,,,,,,,,0,FALSE,266018,,,,Saetabis,,,https://pleiades.stoa.org/places/266018,38.9884608,-0.5178068,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2906,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Turres,42 Turres,,,,,,,,,,,,0,FALSE,265783,,,,Ad Turres?/Turres Saetab(...)?,,,https://pleiades.stoa.org/places/265783,38.781093,-0.92493,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2907,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Eloe,42 Eloe,,,,,,,,,,,,0,FALSE,265770,,,,Ad Ello?,,,https://pleiades.stoa.org/places/265770,38.478014,-0.790495,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2908,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Celeret,42 Celeret,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2909,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Dionio,42 Dionio,,,,,,,,,,,,0,FALSE,265880,,,,Dianium/Hemeroskopeion,,,https://pleiades.stoa.org/places/265880,38.842795,0.107511,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2910,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Laucentes,42 Laucentes,,,,,,,,,,,,0,FALSE,265954,,,,Lucentum,,,https://pleiades.stoa.org/places/265954,38.36461817,-0.4388035,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2911,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Leones,42 Leones,,,,,,,,,,,,0,FALSE,265772,,,,Ad Leones,,,https://pleiades.stoa.org/places/265772,38.277578,-0.533052,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2912,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Allon,42 Allon,,,,,,,,,,,,0,FALSE,265796,,,,Alonis,,,https://pleiades.stoa.org/places/265796,38.192287,-0.555223,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2913,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,304,79,Hilice,42 Hilice,,,,,,,,,,,,0,FALSE,265922,,,,Ilici/Helike,,,https://pleiades.stoa.org/places/265922,38.2396,-0.6953,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2914,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Cartago Partaria,42 Cartago Partaria,,,,,,,,,,,,0,FALSE,265849,,,,Carthago Nova/Col. Urbs Iulia,,,https://pleiades.stoa.org/places/265849,37.602787,-0.9879535,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2915,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Barria,42 Barria,,,,,,,,,,,,0,FALSE,265820,,,,Baria,,,https://pleiades.stoa.org/places/265820,37.245407,-1.774899,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2916,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Abdera,42 Abdera,,,,,,,,,,,,0,FALSE,265762,,,,Abdera,,,https://pleiades.stoa.org/places/265762,36.748068,-3.022514,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2917,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Caesarea,42 Caesarea,,,,,,,,,,,,0,FALSE,266038,,,,,,,,,,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2918,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Lenubar,42 Lenubar,,,,,,,,,,,,0,FALSE,265959,,,,Maenuba/Menova,,,https://pleiades.stoa.org/places/265959,36.77864,-4.100678,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2919,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Malaca,42 Malaca,,,,,,,,,,,,0,FALSE,265963,,,,Malaca,,,https://pleiades.stoa.org/places/265963,36.719658,-4.420163,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2920,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Suel,42 Suel,,,,,,,,,,,,0,FALSE,266055,,,,Suel,,,https://pleiades.stoa.org/places/266055,36.525435,-4.628919,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2921,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Sabesola,42 Sabesola,,,,,,,,,,,,0,FALSE,260628,,,,Sabesola,,,https://pleiades.stoa.org/places/260628,0,0,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2922,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Saltum,42 Saltum,,,,,,,,,,,,0,FALSE,256416,,,,Salduba/Saltum,,,https://pleiades.stoa.org/places/256416,36.463413,-5.061,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2923,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Bamaliana,42 Bamaliana,,,,,,,,,,,,0,FALSE,256017,,,,Barbesula/Barbariana?,,,https://pleiades.stoa.org/places/256017,36.296985,-5.272343,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2924,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Gartegia,42 Gartegia,,,,,,,,,,,,0,FALSE,256063,,,,Carteia/Calpe/Karpessos,,,https://pleiades.stoa.org/places/256063,36.18519148,-5.4093908,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2925,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Transducta,42 Transducta,,,,,,,,,,,,0,FALSE,256235,,,,Iulia Traducta/Iulia Ioza/Tingentera,,,https://pleiades.stoa.org/places/256235,36.129768,-5.447744,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2926,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Cetraria,42 Cetraria,,,,,,,,,,,,0,FALSE,256103,,,,Cetaria,,,https://pleiades.stoa.org/places/256103,36.07249,-5.433107,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2927,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Melaria,42 Melaria,,,,,,,,,,,,0,FALSE,256293,,,,Mellaria,,,https://pleiades.stoa.org/places/256293,36.066459,-5.683253,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2928,4,Europa,Spania [Coastal],Spania [coastal],42a,42a,42,305,79,Belone,42 Belone,,,,,,,,,,,,0,FALSE,256005,,,,B(a)elo,,,https://pleiades.stoa.org/places/256005,36.08982419,-5.7744758,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2929,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,305,79,Fretum Septem,42 Fretum Septem,,,,,,,,,,,,,,256198,,,,Herakleios Porthmos/Gaditanum Fretum,,,https://pleiades.stoa.org/places/256198,35.971667,-5.485833,,,4.42,,,
2930,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Bepsipon,42 Bepsipon,,,,,,,,,,,,0,FALSE,256007,,,,Baesippo,,,https://pleiades.stoa.org/places/256007,36.192554,-5.91903,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2931,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Merifabion,42 Merifabion,,,,,,,,,,,,0,FALSE,256295,,,,Mercablum/Merifabion,,,https://pleiades.stoa.org/places/256295,36.276482,-6.088556,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2932,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Caditana,42 Caditana,,,,,,,,,,,,0,FALSE,256177,,,,Gadeira/Gades/Col. Augusta Gaditana,,,https://pleiades.stoa.org/places/256177,36.52927767,-6.2931207,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2933,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Portum,42 Portum,,,,,,,,,,,,0,FALSE,255955,,,,Ad Portum/Gaditanus Portus,,,https://pleiades.stoa.org/places/255955,36.596953,-6.2275256,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2934,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Asta,42 Asta,,,,,,,,,,,,0,FALSE,256193,,,,(H)Asta/Col. Hasta Regia/Ligystine?,,,https://pleiades.stoa.org/places/256193,36.788002,-6.172572,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2935,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Serpa,42 Serpa,,,,,,,,,,,,0,FALSE,256446,,,,Serpa,,,https://pleiades.stoa.org/places/256446,37.940797,-7.593028,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2936,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Pace Iulia,42 Pace Iulia,,,,,,,,,,,,0,FALSE,256358,,,,Pax Iulia/Pax Augusta/Col. Pacensis,,,https://pleiades.stoa.org/places/256358,38.015604,-7.865225,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2937,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Mirtilin,42 Mirtilin,,,,,,,,,,,,0,FALSE,256234,,,,(Iulia) Myrtilis,,,https://pleiades.stoa.org/places/256234,37.6384385,-7.6629605,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2938,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Besurin,42 Besurin,,,,,,,,,,,,0,FALSE,256008,,,,(B)Aesuris/Esuris,,,https://pleiades.stoa.org/places/256008,37.21845,-7.441717,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2939,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Balsa,42 Balsa,,,,,,,,,,,,0,FALSE,256013,,,,Balsa,,,https://pleiades.stoa.org/places/256013,37.125796,-7.649884,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
2940,4,Europa,Spania [Coastal],Spania [coastal],43a,42b,42,306,79,Statio sacra,42 Statio sacra,,,,,,,,,,,,0,FALSE,,,,,0,,,0,0,0,,,4.42,Spania,Castorius (Roman)," Lollianus & Arbitio (Roman), Marcomir, [Aith]anarid, Eldevald (Gothic)"
